draft_id,semester,subject_id,subject_code,subject_name,module_code,marks,category,type,difficulty,question_text,question_paper_year,exam_session,paper_set,paper_code,paper_pattern,source,source_file,part,original_question_no,keywords,verified,mapping_confidence,year_confidence,notes,source_review_note
sem3_qp_0104,sem3,investment_securities,LDSE 0705,Investment and Securities Law,06,10,Long Question,analytical,medium,Explain grievance redressal mechanism under SEBI (Listing Obligations and Disclosure Requirements) Regulations.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q6,"grievance redressal, LODR",false,medium,high,OCR extracted; review wording,
sem3_qp_0105,sem3,investment_securities,LDSE 0705,Investment and Securities Law,07,10,Long Question,analytical,medium,Discuss in detail the regulation and management of foreign exchange.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B,Q7,foreign exchange,false,medium,high,OCR extracted; review wording,
sem3_qp_0106,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,06,15,Long Question,analytical,hard,"Explain the salient features of the Information Technology Act, 2000. Comment on the exemptions from liability of intermediary in certain cases related to cyber crime.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q1,"IT Act, intermediary liability",false,medium,high,,
sem3_qp_0107,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,05,15,Long Question,analytical,hard,What are the measures to control and prohibit the smuggling of Narcotic Drugs and Psychotropic Substances? What are the punishments under the Act?,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q2,"NDPS, smuggling, punishment",false,medium,high,,
sem3_qp_0108,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,04,15,Long Question,analytical,hard,Explain the characteristics of organized crime. Discuss at length the punishments for organized crimes.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q3,"organized crime, punishment",false,medium,high,,
sem3_qp_0109,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,01,15,Long Question,analytical,hard,"Discuss the historical background, objects and scope of the Maharashtra Police Act, 1951. Elaborate on the regulation, control and discipline of police force.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q4,Maharashtra Police Act,false,medium,high,,
sem3_qp_0110,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,05,15,Long Question,analytical,hard,"Explain the object of Prevention of Corruption Act, 1988. Discuss the offences and punishments under the Act.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q5,Prevention of Corruption Act,false,medium,high,,
sem3_qp_0111,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,06,10,Long Question,analytical,medium,"Elaborate on the provisions relating to offences, punishment and procedure of investigation and trial under the Information Technology Act, 2000.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q6,"IT Act, investigation",false,medium,high,,
sem3_qp_0112,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,05,10,Long Question,analytical,medium,"Comment on the provisions regarding persons authorized to investigate cases and change in rules of evidence and criminal procedure under the Prevention of Corruption Act, 1988.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q7,"investigation, corruption",false,medium,high,,
sem3_qp_0113,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,01,10,Long Question,analytical,medium,"Discuss the executive powers and duties of police under the Maharashtra Police Act, 1951.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q8,police powers,false,medium,high,,
sem3_qp_0114,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,07,10,Long Question,analytical,medium,"Explain the provisions relating to Juvenile Justice Board and Child Welfare Committee under the Juvenile Justice Act, 2015.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q9,"Juvenile Justice Board, Child Welfare Committee",false,medium,high,,
sem3_qp_0115,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,07,5,Short Note,short_note,easy,Child in need of care and protection.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q10,child care protection,false,medium,high,,
sem3_qp_0116,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,04,5,Short Note,short_note,easy,Courts and public prosecutor under MCOCA.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q11,MCOCA courts public prosecutor,false,medium,high,,
sem3_qp_0117,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,05,5,Short Note,short_note,easy,Authorities and officers under NDPS Act.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q12,NDPS authorities,false,medium,high,,
sem3_qp_0118,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,01,5,Short Note,short_note,easy,Restrictions on the powers of police officer.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q13,police restrictions,false,medium,high,,
sem3_qp_0119,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,05,5,Short Note,short_note,easy,Punishments under the Prevention of Corruption Act.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q14,corruption punishment,false,medium,high,,
sem3_qp_0120,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,01,15,Long Question,analytical,hard,"Write in detail the special measures for the maintenance of public order and safety of the state under the Maharashtra Police Act, 1951.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q15,public order safety,false,medium,medium,,
sem3_qp_0121,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,07,15,Long Question,analytical,hard,"Discuss the powers, functions and procedure to be followed by the Data Protection Board under the Digital Personal Data Protection Act, 2023.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q16,"DPDP Act, Data Protection Board",false,medium,medium,,
sem3_qp_0122,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,03,15,Long Question,analytical,hard,Discuss the offences and penalties under the Unlawful Activities (Prevention) Act.,2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q17,UAPA offences penalties,false,medium,medium,,
sem3_qp_0123,sem3,criminal_minor_acts,LDSE 0706,Criminal Minor Acts,02,10,Long Question,analytical,medium,"Discuss the provisions relating to acquisition and possession of arms and ammunition under the Arms Act, 1959.",2024,Nov-2024,SPPU Nov 2024,,2023 Pattern,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,Criminal Minor Acts | 707_Criminal_Minor_Acts.pdf / Criminal Minor Acts | 707_Criminal_Minor_Acts_Q.P..pdf / Nov-2024 | 3rdsem_Nov.-2024_(Pattern-2023_(704_Query)_compressed.pdf,A/B/C,Q18,Arms Act,false,medium,medium,,
sem3_qp_0124,sem3,cooperative_law,LDSE 0707,Cooperative Law,03,15,Long Question,analytical,hard,"Enumerate the procedure for admission, continuation, cessation and removal of membership in a co-operative society.",2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q1,membership,false,medium,high,OCR extracted; review wording,
sem3_qp_0125,sem3,cooperative_law,LDSE 0707,Cooperative Law,04,15,Long Question,analytical,hard,"Discuss the rights, duties, liabilities of and restrictions on a society under the Maharashtra Co-operative Societies Act, 1960.",2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q2,"rights, duties, liabilities",false,medium,high,OCR extracted; review wording,
sem3_qp_0126,sem3,cooperative_law,LDSE 0707,Cooperative Law,01,15,Long Question,analytical,hard,Discuss the fundamental principles and characteristics of a co-operative society.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q3,"principles, characteristics",false,medium,high,OCR extracted; review wording,
sem3_qp_0127,sem3,cooperative_law,LDSE 0707,Cooperative Law,06,15,Long Question,analytical,hard,What do you mean by reserve fund? Explain provisions relating to utilization of funds of co-operative society and restrictions on utilization of funds.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q4,"reserve fund, utilization of funds",false,medium,high,OCR extracted; review wording,
sem3_qp_0128,sem3,cooperative_law,LDSE 0707,Cooperative Law,01,10,Long Question,analytical,medium,Analyze the role and functions of different kinds of co-operative societies.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q5,types of cooperative societies,false,medium,high,OCR extracted; review wording,
sem3_qp_0129,sem3,cooperative_law,LDSE 0707,Cooperative Law,03,10,Long Question,analytical,medium,Discuss the important features of model bye-laws.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q6,model bye-laws,false,medium,high,OCR extracted; review wording,
sem3_qp_0130,sem3,cooperative_law,LDSE 0707,Cooperative Law,03,10,Long Question,analytical,medium,Write a note on election of the Managing Committee.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q7,Managing Committee election,false,medium,high,OCR extracted; review wording,
sem3_qp_0131,sem3,cooperative_law,LDSE 0707,Cooperative Law,05,10,Long Question,analytical,medium,Explain provisions relating to appointment of and powers of liquidator.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q8,liquidator,false,medium,high,OCR extracted; review wording,
sem3_qp_0132,sem3,cooperative_law,LDSE 0707,Cooperative Law,02,10,Long Question,analytical,medium,Trace the historical development of co-operative movement in India.,2025,Apr-2025,SPPU Apr 2025,,2023 Pattern,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,Apr-2025 | 2nd_LLB_(3rd_Sem)_2023_Apri_2025 (1).pdf,A/B,Q9,cooperative movement history,false,medium,high,OCR extracted; review wording,
sem3_qp_0133,sem3,private_international_law,LDSE 0708,Private International Law,01,15,Long Question,analytical,hard,Discuss the nature and definition of Private International Law. Elaborate the historical development of Private International Law in India.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q1,"definition, history",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0134,sem3,private_international_law,LDSE 0708,Private International Law,01,15,Long Question,analytical,hard,What are the theories and sources of Private International Law?,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q2,"theories, sources",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0135,sem3,private_international_law,LDSE 0708,Private International Law,01,15,Long Question,analytical,hard,Explain the relation between Private International Law and Public International Law.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q3,public international law,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0136,sem3,private_international_law,LDSE 0708,Private International Law,02,15,Long Question,analytical,hard,Elaborate the concept and theories of characterization.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q4,characterization,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0137,sem3,private_international_law,LDSE 0708,Private International Law,03,15,Long Question,analytical,hard,Domicile is a connecting factor in application of Private International Law. Discuss critically.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q5,domicile,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0138,sem3,private_international_law,LDSE 0708,Private International Law,02,15,Long Question,analytical,hard,What is the significance of process and stages of characterization under Private International Law?,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q6,characterization process,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0139,sem3,private_international_law,LDSE 0708,Private International Law,02,15,Long Question,analytical,hard,Explain the doctrine of Renvoi with special reference to different theories of Renvoi.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q7,renvoi,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0140,sem3,private_international_law,LDSE 0708,Private International Law,07,15,Long Question,analytical,hard,Elaborate in detail on lex situs and rules relating to law of property.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q8,"lex situs, property",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0141,sem3,private_international_law,LDSE 0708,Private International Law,08,10,Long Question,analytical,medium,What defences are available for non-contractual obligations under Private International Law?,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q9,non-contractual obligations,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0142,sem3,private_international_law,LDSE 0708,Private International Law,04,10,Long Question,analytical,medium,Explain comparatively the law relating to validity of marriage under Indian and English legal systems.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q10,marriage validity,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0143,sem3,private_international_law,LDSE 0708,Private International Law,05,10,Long Question,analytical,medium,What is the law relating to adoption under Indian and English legal systems?,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q11,adoption,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0144,sem3,private_international_law,LDSE 0708,Private International Law,06,10,Long Question,analytical,medium,Discuss in detail the different theories relating to recognition and enforcement of foreign judgments.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q12,foreign judgments,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0145,sem3,private_international_law,LDSE 0708,Private International Law,07,5,Short Note,short_note,easy,Incorporeal movable property.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q13,incorporeal movable,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0146,sem3,private_international_law,LDSE 0708,Private International Law,03,5,Short Note,short_note,easy,Married women and domicile.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q14,domicile,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
